"DATABASE_NAME","SCHEMA_NAME","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHAR_MAX_LENGTH","MIN_VALUE","MAX_VALUE","DISTINCT_COUNT","NULL_%","Sample_Values","Value_Composition"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ADDR_VND_4","TEXT(30)","30",,,"208",94.29,"ATTN : MARY JANE WILLIAMS, BROOKLYN, NY 11205, CHICAGO  IL 60680-6330, CHICAGO IL  60601, ELMWOOD PARK NJ  07407",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","PHONE","TEXT(12)","12",,,"2159",43.09,"800-877-9987, 800.243.6624, 847-671-1550, 913.708.3629, 979-848-3404",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","FAX","TEXT(12)","12",,,"964",74.55,"216-901-1775, 217-442-9370, 281.374.4181, 303.576.0729, 603.669.9271",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","REF","TEXT(10)","10",,,"27",99.31,"CAROL RAHN, EXT  1122, ILLINOIS, JOE, LAW",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","NAME_CONTACT_VND","TEXT(25)","25",,,"874",76.5,"Andy Curtis, BILL HABER, JOHN LEE, SCOTT SAIN, Stephen J Gillis",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","TYPE_FC","NUMBER(3,0)",,"1","1","1",0,"1","1 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ACCT_ID","NUMBER(6,0)",,"0","9400","215",0,"2342, 6020, 6400, 8020, 8105",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ACCT_DIV","NUMBER(4,0)",,"0","77","6",0,"0, 10, 35, 73, 77",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ACCT_LOC","NUMBER(4,0)",,"0","9006","15",0,"100, 140, 170, 40, 9006",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ACCT_DEPT","NUMBER(4,0)",,"0","9000","56",0,"6120, 6400, 7205, 7999, 9000",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ACCT_SUBID_EXP","NUMBER(6,0)",,"0","4500","4",0,"0, 4000, 4200, 4500","0 (3919, 99.44%) | 4000 (12, 0.30%) | 4200 (1, 0.03%) | 4500 (9, 0.23%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","FLAG_HOLD_VND","NUMBER(1,0)",,"0","1","2",0,"0, 1","0 (3940, 99.97%) | 1 (1, 0.03%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","TYPE_VND","TEXT(1)","1",,,"2",99.9,"3, I","3 (1, 25.00%) | I (3, 75.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","FLAG_TYPE_VND","NUMBER(1,0)",,"0","0","1",0,"0","0 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ID_FED_SSN","NUMBER(9,0)",,"0","991856619","1061",0,"263239286, 364161728, 383664105, 470634744, 48648981",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","TYPE_ID","NUMBER(1,0)",,"0","2","3",0,"0, 1, 2","0 (2652, 67.29%) | 1 (1018, 25.83%) | 2 (271, 6.88%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","TYPE_1099","TEXT(1)","1",,,"10",59.63,"3, I, L, M, N",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_DAY_DUE","NUMBER(3,0)",,"0","90","18",0,"1, 21, 25, 31, 60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_DAY_DISC","NUMBER(3,0)",,"0","30","8",0,"0, 10, 30, 5, 7",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","PCT_DISC","NUMBER(5,2)",,"0.00","30.00","5",0,"0.00, 0.50, 1.00, 2.00, 30.00",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_VOUCH_MTD","NUMBER(5,0)",,"0","251","48",0,"103, 19, 40, 73, 78",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_VOUCH_YTD","NUMBER(5,0)",,"0","251","48",0,"103, 19, 40, 73, 78",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_VOUCH_FY","NUMBER(5,0)",,"0","251","48",0,"103, 19, 40, 73, 78",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_VOUCH_MTD","NUMBER(10,2)",,"-121.08","2347782.76","699",0,"1773.77, 3648.80, 40.00, 4709.78, 699.60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_VOUCH_MTD_FC","TEXT(14)","14",,,"699",0,"001:0000045500, 001:0000067200, 001:0000087142, 001:0000135700, 001:0120042533",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_VOUCH_YTD","NUMBER(10,2)",,"-121.08","2347782.76","699",0,"1773.77, 3648.80, 40.00, 4709.78, 699.60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_VOUCH_YTD_FC","TEXT(14)","14",,,"699",0,"001:0000045500, 001:0000067200, 001:0000087142, 001:0000135700, 001:0120042533",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_VOUCH_FY","NUMBER(10,2)",,"-121.08","2347782.76","699",0,"1773.77, 3648.80, 40.00, 4709.78, 699.60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_VOUCH_FY_FC","TEXT(14)","14",,,"699",0,"001:0000045500, 001:0000067200, 001:0000087142, 001:0000135700, 001:0120042533",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_PAID_MTD","NUMBER(10,2)",,"-108.06","1273016.42","694",0,"102.74, 1773.77, 3648.80, 40.00, 699.60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_PAID_MTD_FC","TEXT(14)","14",,,"694",0,"001:0000045500, 001:0000067200, 001:0000087142, 001:0000135700, 001:0000532544",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_PAID_YTD","NUMBER(10,2)",,"-108.06","1273016.42","694",0,"102.74, 1773.77, 3648.80, 40.00, 699.60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_PAID_YTD_FC","TEXT(14)","14",,,"694",0,"001:0000045500, 001:0000067200, 001:0000087142, 001:0000135700, 001:0000532544",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_PAID_FY","NUMBER(10,2)",,"-108.06","1273016.42","694",0,"102.74, 1773.77, 3648.80, 40.00, 699.60",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_PAID_FY_FC","TEXT(14)","14",,,"694",0,"001:0000045500, 001:0000067200, 001:0000087142, 001:0000135700, 001:0000532544",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_YTD","NUMBER(5,0)",,"0","281","69",0,"19, 23, 24, 40, 78",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_YTD_LAST","NUMBER(5,0)",,"0","342","55",0,"19, 23, 34, 40, 72",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_FY","NUMBER(5,0)",,"0","1580","127",0,"130, 444, 59, 630, 634",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_FY_LAST","NUMBER(5,0)",,"0","415","52",0,"19, 24, 34, 59, 72",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_YTD","NUMBER(10,2)",,"0.00","8613914.66","484",0,"104825.98, 31991.39, 6240.50, 6633.20, 888199.00",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_YTD_FC","TEXT(14)","14",,,"484",0,"001:0000012000, 001:0000029500, 001:0000255000, 001:0004800320, 001:0005801580",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_YTD_LAST","NUMBER(10,2)",,"0.00","10381116.96","341",0,"1172281.04, 182724.00, 224842.53, 51357.30, 9350.00",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_YTD_LAST_FC","TEXT(14)","14",,,"341",0,"001:0000022800, 001:0000132000, 001:0001236060, 001:0005142265, 001:0117228104",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_FY","NUMBER(10,2)",,"0.00","31082383.28","710",0,"17787.55, 288119.11, 3166.46, 4659.80, 582479.37",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_FY_FC","TEXT(14)","14",,,"710",0,"001:0000029500, 001:0001227576, 001:0004800320, 001:0016622518, 001:0384781884",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_FY_LAST","NUMBER(10,2)",,"0.00","5304275.01","276",0,"1120.00, 1199875.96, 1340.39, 6216.70, 8100.02",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","AMT_BILL_FY_LAST_FC","TEXT(14)","14",,,"276",0,"001:0000101744, 001:0000112000, 001:0000183016, 001:0003112908, 001:0004607372",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_ITEM_YTD","NUMBER(5,0)",,"0","2010","95",0,"103, 19, 209, 59, 73",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_ITEM_YTD_LAST","NUMBER(5,0)",,"0","2383","82",0,"19, 23, 40, 59, 791",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_ITEM_FY","NUMBER(5,0)",,"0","6607","165",0,"209, 435, 488, 59, 715",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_PO_ITEM_FY_LAST","NUMBER(5,0)",,"0","2185","71",0,"19, 24, 34, 37, 435",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_LATE_YTD","NUMBER(5,0)",,"0","813","67",0,"130, 19, 23, 233, 73",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_LATE_YTD_LAST","NUMBER(5,0)",,"0","1157","50",0,"1, 167, 23, 24, 78",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_LATE_FY","NUMBER(5,0)",,"0","4130","111",0,"130, 19, 385, 701, 73",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_LATE_FY_LAST","NUMBER(5,0)",,"0","599","38",0,"1, 34, 37, 40, 84",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","PCT_ITEM_LATE","NUMBER(4,0)",,"0","300","77",0,"100, 130, 19, 40, 73",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","PCT_ITEM_LATE_FY_LAST","NUMBER(4,0)",,"0","2200","60",0,"100, 19, 225, 23, 40",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CTR_EVENT","NUMBER(4,0)",,"0","2685","128",0,"103, 130, 1452, 492, 924",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","PCT_COST_VAR_AVG","NUMBER(3,0)",,"-13","902","50",0,"1, 117, 184, 500, 78",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","PCT_REJ_ITEM_AVG","NUMBER(3,0)",,"0","0","1",0,"0","0 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","LT_AVG","NUMBER(3,0)",,"0","398","124",0,"117, 130, 19, 59, 73",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","QTY_DAY_LATE_AVG","NUMBER(3,0)",,"0","545","54",0,"19, 23, 34, 40, 59",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ID_VND_ORDFM_1","TEXT(6)","6",,,"3940",0,"10263, 10275, 10687, 631104, 836851",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","FLAG_ACH_VNDR","TEXT(1)","1",,,"2",1.95,"N, Y","N (3136, 81.16%) | Y (728, 18.84%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","TYPE_ACCT","TEXT(1)","1",,,"2",81.22,"C, S","C (737, 99.59%) | S (3, 0.41%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ID_TR","NUMBER(9,0)",,"0","325182690","300",0,"103900036, 53100737, 67091719, 71000288, 75904953",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","ACCT_BANK","TEXT(17)","17",,,"711",81.55,"000284815, 01662277351, 100492, 1083215901, 6351205013",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","FLAG_PRENOTE","NUMBER(1,0)",,"0","3","4",0,"0, 1, 2, 3","0 (1, 0.03%) | 1 (3228, 81.91%) | 2 (19, 0.48%) | 3 (693, 17.58%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","rowid","NUMBER(10,0)",,"1","4531","3941",0,"1002, 2057, 3279, 3522, 841",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","rowversion","TEXT(16)","16",,,"3941",0,"000000009BA1367C, 000000009BA13910, 000000009BA13B33, 000000009BA150E5, 000000009EF4E8F6",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","NAME_1_1099","TEXT(40)","40",,,"329",91.63,"BUCKEYE SURFACE MAINTENANCE, LLC, JAMES R. MASIE, LOGISTICS WAREHOUSE, INC., NLM VENTURE, LLC, PLEASANT HILL ENTERPRISES, INC.",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","NAME_2_1099","TEXT(40)","40",,,"18",99.54,"BFT SALES, CAMPUS, ILLINOIS LLC, PO BOX 280, PROFESSIONAL CLEANING",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_ALPHA_30_1","TEXT(30)","30",,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_ALPHA_30_2","TEXT(30)","30",,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_ALPHA_30_3","TEXT(30)","30",,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_ALPHA_90_1","TEXT(90)","90",,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_ALPHA_90_2","TEXT(90)","90",,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_ALPHA_90_3","TEXT(90)","90",,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_DATE_1","TIMESTAMP_NTZ(9)",,,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_DATE_2","TIMESTAMP_NTZ(9)",,,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_DATE_3","TIMESTAMP_NTZ(9)",,,,"0",100,"",""
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_NUM_1","NUMBER(13,5)",,"0.00000","0.00000","1",0,"0.00000","0.00000 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_NUM_2","NUMBER(13,5)",,"0.00000","0.00000","1",0,"0.00000","0.00000 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_NUM_3","NUMBER(13,5)",,"0.00000","0.00000","1",0,"0.00000","0.00000 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_FLAG_1","NUMBER(1,0)",,"0","0","1",0,"0","0 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_FLAG_2","NUMBER(1,0)",,"0","0","1",0,"0","0 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","CSTM_FLAG_3","NUMBER(1,0)",,"0","0","1",0,"0","0 (3941, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","rowchecksum","NUMBER(10,0)",,"-2147474609","2146077169","3941",0,"-114749825, 1780857082, 1797941256, 380940906, 431591349",
"BRONZE_DATA","TCM_BRONZE","VENMAS_PAYTO_Bronze","keychecksum","NUMBER(10,0)",,"-2147415561","2146630010","3941",0,"-1079059524, -95021055, 1443950775, 2105551556, 72150999",
