"DATABASE_NAME","SCHEMA_NAME","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHAR_MAX_LENGTH","MIN_VALUE","MAX_VALUE","DISTINCT_COUNT","NULL_%","Sample_Values","Value_Composition"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","rowid","NUMBER(10,0)",,"8","40217","30150",0,"16023, 24509, 30980, 38587, 4946",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","rowversion","TEXT(16)","16",,,"30150",0,"0000000058D2CFBF, 0000000058D2D041, 0000000075C6E48F, 000000007D6517E3, 000000009554FF8F",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","ADDR_EMAIL_VND","TEXT(75)","75",,,"2",99.99,"eczelinebecerra@ykk-usa.com; paulmoore@ykk-usa-com, orderdesk@lenzip.com","eczelinebecerra@ykk-usa.com; paulmoore@ykk-usa-com (2, 50.00%) | orderdesk@lenzip.com (2, 50.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","PRICE_VND_FC_5","TEXT(14)","14",,,"23",3.83,"001:0000001400, 001:0000005400, 001:0000029500, 001:0000071400, 001:0000540000",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","PRICE_VND_FC_6","TEXT(14)","14",,,"12",0,"001:0000000713, 001:0000000904, 001:0000002200, 001:0000020200, 001:0000097400",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","PRICE_VND_FC_7","TEXT(14)","14",,,"7",0,"001:0000000700, 001:0000001050, 001:0000001600, 001:0000013200, 001:0000019600",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","PRICE_VND_FC_8","TEXT(14)","14",,,"3",0,"001:0000000000, 001:0000000620, 001:0000097200","001:0000000000 (30148, 99.99%) | 001:0000000620 (1, 0.00%) | 001:0000097200 (1, 0.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","PRICE_VND_FC_9","TEXT(14)","14",,,"1",0,"001:0000000000","001:0000000000 (30150, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","PRICE_VND_FC_10","TEXT(14)","14",,,"1",0,"001:0000000000","001:0000000000 (30150, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","QTY_ORD_MIN_5","NUMBER(8,0)",,"0","100000","15",0,"100, 100000, 25000, 500, 7500",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","QTY_ORD_MIN_6","NUMBER(8,0)",,"0","50000","6",0,"0, 1000, 25000, 48, 50000",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","QTY_ORD_MIN_7","NUMBER(8,0)",,"0","50000","5",0,"0, 1250, 2000, 25000, 50000",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","QTY_ORD_MIN_8","NUMBER(8,0)",,"0","75000","3",0,"0, 1500, 75000","0 (30148, 99.99%) | 1500 (1, 0.00%) | 75000 (1, 0.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","QTY_ORD_MIN_9","NUMBER(8,0)",,"0","0","1",0,"0","0 (30150, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","QTY_ORD_MIN_10","NUMBER(8,0)",,"0","0","1",0,"0","0 (30150, 100.00%)"
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","rowchecksum","NUMBER(10,0)",,"-2147271516","2147232060","30057",0,"-473171083, -905633798, 1851306734, 267639658, 294934021",
"BRONZE_DATA","TCM_BRONZE","ITMMAS_VND_Bronze","keychecksum","NUMBER(10,0)",,"-2147156108","2147343999","30018",0,"-1459905563, -1818516221, 1050732614, 1703936932, 2129216310",
